manucipalities,placeCode,parentCode,adm1_pcode,glofasStation
Buadiposo-Buntong,PH153633000,PH153600000,PH150000000,no_station
Maguing,PH153634000,PH153600000,PH150000000,no_station
Picong,PH153635000,PH153600000,PH150000000,no_station
Lumbayanague,PH153636000,PH153600000,PH150000000,no_station
Bumbaran,PH153637000,PH153600000,PH150000000,no_station
Tagoloan II,PH153638000,PH153600000,PH150000000,no_station
Kapatagan,PH153639000,PH153600000,PH150000000,no_station
Buldon,PH153802000,PH153800000,PH150000000,no_station
Buluan,PH153803000,PH153800000,PH150000000,no_station
Shariff Aguak,PH153808000,PH153800000,PH150000000,no_station
Datu Paglas,PH153805000,PH153800000,PH150000000,no_station
Matanog,PH153809000,PH153800000,PH150000000,no_station
Pagalungan,PH153810000,PH153800000,PH150000000,G1970
Parang,PH153811000,PH153800000,PH150000000,no_station
Sultan Kudarat,PH153812000,PH153800000,PH150000000,G1969
Sultan Sa Barongis,PH153813000,PH153800000,PH150000000,no_station
Kabuntalan,PH153814000,PH153800000,PH150000000,G1969
Upi,PH153815000,PH153800000,PH150000000,no_station
Talayan,PH153816000,PH153800000,PH150000000,no_station
South Upi,PH153817000,PH153800000,PH150000000,no_station
Gen. S.K. Pendatun,PH153819000,PH153800000,PH150000000,no_station
Barira,PH153818000,PH153800000,PH150000000,no_station
Pagagawan,PH153822000,PH153800000,PH150000000,G1970
Guindulungan,PH153825000,PH153800000,PH150000000,no_station
Datu Saudi-Ampatuan,PH153826000,PH153800000,PH150000000,no_station
Datu Abdullah Sangki,PH153828000,PH153800000,PH150000000,no_station
Rajah Buayan,PH153829000,PH153800000,PH150000000,no_station
Datu Blah T. Sinsuat,PH153830000,PH153800000,PH150000000,no_station
Datu Anggal Midtimbang,PH153831000,PH153800000,PH150000000,no_station
Mangudadatu,PH153832000,PH153800000,PH150000000,no_station
Pandag,PH153833000,PH153800000,PH150000000,no_station
Northern Kabuntalan,PH153834000,PH153800000,PH150000000,G1969
Datu Hoffer Ampatuan,PH153835000,PH153800000,PH150000000,no_station
Shariff Saydona Mustapha,PH153837000,PH153800000,PH150000000,no_station
Indanan,PH156601000,PH156600000,PH150000000,no_station
Jolo,PH156602000,PH156600000,PH150000000,no_station
Kalingalan Caluang,PH156603000,PH156600000,PH150000000,no_station
Luuk,PH156604000,PH156600000,PH150000000,no_station
Maimbung,PH156605000,PH156600000,PH150000000,no_station
Hadji Panglima Tahil,PH156606000,PH156600000,PH150000000,no_station
Old Panamao,PH156607000,PH156600000,PH150000000,no_station
Pangutaran,PH156608000,PH156600000,PH150000000,no_station
Parang,PH156609000,PH156600000,PH150000000,no_station
Pata,PH156610000,PH156600000,PH150000000,no_station
Patikul,PH156611000,PH156600000,PH150000000,no_station
Siasi,PH156612000,PH156600000,PH150000000,no_station
Talipao,PH156613000,PH156600000,PH150000000,no_station
Tapul,PH156614000,PH156600000,PH150000000,no_station
Tongkil,PH156615000,PH156600000,PH150000000,no_station
Panglima Estino,PH156616000,PH156600000,PH150000000,no_station
Lugus,PH156617000,PH156600000,PH150000000,no_station
Pandami,PH156618000,PH156600000,PH150000000,no_station
Omar,PH156619000,PH156600000,PH150000000,no_station
Panglima Sugala,PH157001000,PH157000000,PH150000000,no_station
Bongao,PH157002000,PH157000000,PH150000000,no_station
Mapun,PH157003000,PH157000000,PH150000000,no_station
Simunul,PH157004000,PH157000000,PH150000000,no_station
Sitangkai,PH157005000,PH157000000,PH150000000,no_station
South Ubian,PH157006000,PH157000000,PH150000000,no_station
Tandubas,PH157007000,PH157000000,PH150000000,no_station
Turtle Islands,PH157008000,PH157000000,PH150000000,no_station
Languyan,PH157009000,PH157000000,PH150000000,no_station
Sapa-Sapa,PH157010000,PH157000000,PH150000000,no_station
Sibutu,PH157011000,PH157000000,PH150000000,no_station
Buenavista,PH160201000,PH160200000,PH160000000,G5368
Butuan City,PH160202000,PH160200000,PH160000000,G5368
City of Cabadbaran,PH160203000,PH160200000,PH160000000,G5368
Carmen,PH160204000,PH160200000,PH160000000,G5368
Jabonga,PH160205000,PH160200000,PH160000000,G5368
Kitcharao,PH160206000,PH160200000,PH160000000,G5368
Las Nieves,PH160207000,PH160200000,PH160000000,G5368
City of Bayugan,PH160301000,PH160300000,PH160000000,G5368
Bunawan,PH160302000,PH160300000,PH160000000,G4945
Esperanza,PH160303000,PH160300000,PH160000000,G5368
La Paz,PH160304000,PH160300000,PH160000000,G4945
Loreto,PH160305000,PH160300000,PH160000000,G4945
Prosperidad,PH160306000,PH160300000,PH160000000,G5368
Rosario,PH160307000,PH160300000,PH160000000,G4945
San Francisco,PH160308000,PH160300000,PH160000000,G4945
San Luis,PH160309000,PH160300000,PH160000000,G5368
Santa Josefa,PH160310000,PH160300000,PH160000000,G4945
Talacogon,PH160311000,PH160300000,PH160000000,G4945
Trento,PH160312000,PH160300000,PH160000000,G4945
Veruela,PH160313000,PH160300000,PH160000000,G4945
Sibagat,PH160314000,PH160300000,PH160000000,G5368
Alegria,PH166701000,PH166700000,PH160000000,no_station
Bacuag,PH166702000,PH166700000,PH160000000,no_station
Burgos,PH166704000,PH166700000,PH160000000,no_station
Claver,PH166706000,PH166700000,PH160000000,no_station
Dapa,PH166707000,PH166700000,PH160000000,no_station
Del Carmen,PH166708000,PH166700000,PH160000000,no_station
General Luna,PH166710000,PH166700000,PH160000000,no_station
San Miguel,PH166816000,PH166800000,PH160000000,no_station
Tagbina,PH166817000,PH166800000,PH160000000,no_station
Tago,PH166818000,PH166800000,PH160000000,no_station
City of Tandag,PH166819000,PH166800000,PH160000000,no_station
Basilisa,PH168501000,PH168500000,PH160000000,no_station
Cagdianao,PH168502000,PH168500000,PH160000000,no_station
Dinagat,PH168503000,PH168500000,PH160000000,no_station
Libjo,PH168504000,PH168500000,PH160000000,no_station
Loreto,PH168505000,PH168500000,PH160000000,no_station
San Jose,PH168506000,PH168500000,PH160000000,no_station
Tubajon,PH168507000,PH168500000,PH160000000,no_station
Boac,PH174001000,PH174000000,PH170000000,no_station
Buenavista,PH174002000,PH174000000,PH170000000,no_station
Gasan,PH174003000,PH174000000,PH170000000,no_station
Mogpog,PH174004000,PH174000000,PH170000000,no_station
Santa Cruz,PH174005000,PH174000000,PH170000000,no_station
Torrijos,PH174006000,PH174000000,PH170000000,no_station
Abra de Ilog,PH175101000,PH175100000,PH170000000,no_station
Calintaan,PH175102000,PH175100000,PH170000000,no_station
Looc,PH175103000,PH175100000,PH170000000,no_station
Lubang,PH175104000,PH175100000,PH170000000,no_station
Magsaysay,PH175105000,PH175100000,PH170000000,no_station
Mamburao,PH175106000,PH175100000,PH170000000,no_station
Paluan,PH175107000,PH175100000,PH170000000,no_station
Rizal,PH175108000,PH175100000,PH170000000,no_station
Sablayan,PH175109000,PH175100000,PH170000000,no_station
San Jose,PH175110000,PH175100000,PH170000000,no_station
Santa Cruz,PH175111000,PH175100000,PH170000000,no_station
Baco,PH175201000,PH175200000,PH170000000,no_station
Bansud,PH175202000,PH175200000,PH170000000,no_station
La Castellana,PH184517000,PH184500000,PH180000000,no_station
Manapla,PH184518000,PH184500000,PH180000000,no_station
Moises Padilla,PH184519000,PH184500000,PH180000000,no_station
Murcia,PH184520000,PH184500000,PH180000000,no_station
Pontevedra,PH184521000,PH184500000,PH180000000,no_station
Pulupandan,PH184522000,PH184500000,PH180000000,no_station
Sagay City,PH184523000,PH184500000,PH180000000,no_station
San Carlos City,PH184524000,PH184500000,PH180000000,no_station
San Enrique,PH184525000,PH184500000,PH180000000,no_station
Silay City,PH184526000,PH184500000,PH180000000,no_station
City of Sipalay,PH184527000,PH184500000,PH180000000,no_station
City of Talisay,PH184528000,PH184500000,PH180000000,no_station
Toboso,PH184529000,PH184500000,PH180000000,no_station
Valladolid,PH184530000,PH184500000,PH180000000,no_station
City of Victorias,PH184531000,PH184500000,PH180000000,no_station
Salvador Benedicto,PH184532000,PH184500000,PH180000000,no_station
Amlan,PH184601000,PH184600000,PH180000000,no_station
Ayungon,PH184602000,PH184600000,PH180000000,no_station
Bacong,PH184603000,PH184600000,PH180000000,no_station
Bais City,PH184604000,PH184600000,PH180000000,no_station
Basay,PH184605000,PH184600000,PH180000000,no_station
City of Bayawan,PH184606000,PH184600000,PH180000000,no_station
Bindoy,PH184607000,PH184600000,PH180000000,no_station
Canlaon City,PH184608000,PH184600000,PH180000000,no_station
Dauin,PH184609000,PH184600000,PH180000000,no_station
Pamplona,PH184616000,PH184600000,PH180000000,no_station
San Jose,PH184617000,PH184600000,PH180000000,no_station
Santa Catalina,PH184618000,PH184600000,PH180000000,no_station
Siaton,PH184619000,PH184600000,PH180000000,no_station
Sibulan,PH184620000,PH184600000,PH180000000,no_station
City of Tanjay,PH184621000,PH184600000,PH180000000,no_station
Tayasan,PH184622000,PH184600000,PH180000000,no_station
Valencia,PH184623000,PH184600000,PH180000000,no_station
Vallehermoso,PH184624000,PH184600000,PH180000000,no_station
Zamboanguita,PH184625000,PH184600000,PH180000000,no_station
Burgos,PH012806000,PH012800000,PH010000000,no_station
